	replicates1	replicates2	replicates3
gene7716	11	15	7
gene7717	26	17	29
gene7718	14	21	10
gene7719	17	20	17
gene7720	24	26	16
gene7721	10	16	19
gene7722	14	18	23
gene7723	27	29	21
gene7724	28	37	26
gene7725	18	13	17
gene7726	17	22	22
gene7727	19	27	33
gene7728	13	15	14
gene7729	23	15	19
gene7730	16	14	12
gene7731	11	12	12
gene7732	31	35	46
gene7733	24	18	20
gene7734	12	14	11
gene7735	21	26	21
gene7736	22	23	25
gene7737	16	21	25
gene7738	37	30	29
gene7739	27	18	27
gene7740	22	17	16
gene7741	19	25	15
gene7742	39	41	29
gene7743	13	12	8
gene7744	11	10	8
gene7745	17	15	13
gene7746	24	23	18
gene7747	15	16	10
gene7748	14	11	14
gene7749	18	20	28
gene7750	15	15	7
gene7751	17	23	31
gene7752	27	35	29
gene7753	12	20	6
gene7754	13	8	9
gene7755	16	10	14
gene7756	21	11	15
gene7757	25	25	17
gene7758	26	32	33
gene7759	28	19	24
gene7760	23	19	22
gene7761	11	26	9
gene7762	17	26	19
gene7763	23	34	41
gene7764	17	17	16
gene7765	25	32	22
gene7766	25	24	20
gene7767	24	17	20
gene7768	29	31	35
gene7769	23	17	14
gene7770	22	24	30
gene7771	33	29	20
gene7772	13	11	25
gene7773	10	16	11
gene7774	21	18	25
gene7775	25	23	26
gene7776	26	40	36
gene7777	15	17	21
gene7778	18	20	20
gene7779	21	20	18
gene7780	29	18	22
gene7781	30	25	31
gene7782	23	18	17
gene7783	22	35	24
gene7784	8	20	23
gene7785	18	28	26
gene7786	21	22	25
gene7787	15	24	15
gene7788	31	38	31
gene7789	20	23	12
gene7790	22	18	18
gene7791	22	27	20
gene7792	36	30	28
gene7793	16	12	14
gene7794	17	25	19
gene7795	6	12	16
gene7796	39	23	14
gene7797	15	28	15
gene7798	13	21	13
gene7799	21	21	28
gene7800	29	23	22
gene7801	25	25	30
gene7802	14	7	10
gene7803	10	26	25
gene7804	24	35	37
gene7805	18	14	20
gene7806	15	27	18
gene7807	15	18	24
gene7808	16	20	24
gene7809	37	30	44
gene7810	21	23	19
gene7811	17	16	21
gene7812	35	36	22
gene7813	18	26	32
gene7814	16	21	17
gene7815	21	20	17
gene7816	22	24	21
gene7817	18	12	18
gene7818	37	45	32
gene7819	24	47	24
gene7820	22	25	21
gene7821	41	29	35
gene7822	13	22	15
gene7823	18	20	21
gene7824	16	23	22
gene7825	15	21	17
gene7826	24	22	19
gene7827	26	25	30
gene7828	25	20	26
gene7829	18	11	14
gene7830	11	16	12
gene7831	15	20	15
gene7832	23	26	19
gene7833	13	12	21
gene7834	36	30	39
gene7835	30	17	19
gene7836	31	17	17
gene7837	27	23	24
gene7838	12	4	7
gene7839	36	33	35
gene7840	16	24	15
gene7841	21	18	16
gene7842	28	15	21
gene7843	14	19	26
gene7844	11	11	17
gene7845	17	9	15
gene7846	15	13	16
gene7847	30	24	19
gene7848	10	9	8
gene7849	15	9	15
gene7850	20	27	20
gene7851	27	33	38
gene7852	14	19	19
gene7853	23	15	19
gene7854	36	19	24
gene7855	18	22	17
gene7856	28	22	41
gene7857	22	12	24
gene7858	24	16	19
gene7859	24	25	32
gene7860	13	22	10
gene7861	28	32	22
gene7862	16	19	21
gene7863	13	20	21
gene7864	21	15	17
gene7865	17	19	19
gene7866	15	24	22
gene7867	27	23	26
gene7868	25	27	20
gene7869	9	8	16
gene7870	15	14	22
gene7871	19	16	11
gene7872	17	15	27
gene7873	43	27	29
gene7874	12	17	12
gene7875	20	9	17
gene7876	18	12	13
gene7877	29	28	19
gene7878	14	12	9
gene7879	29	29	27
gene7880	21	24	18
gene7881	12	17	7
gene7882	17	7	5
gene7883	20	23	17
gene7884	20	26	19
gene7885	26	23	18
gene7886	26	16	25
gene7887	12	20	24
gene7888	23	18	13
gene7889	27	16	20
gene7890	28	28	17
gene7891	25	29	36
gene7892	18	19	27
gene7893	23	12	24
gene7894	20	22	18
gene7895	26	29	34
gene7896	31	26	21
gene7897	7	9	6
gene7898	22	18	21
gene7899	10	11	18
gene7900	17	16	17
gene7901	29	27	29
gene7902	17	16	16
gene7903	16	14	11
gene7904	4	16	11
gene7905	18	22	19
gene7906	27	18	24
gene7907	10	11	8
gene7908	30	37	34
gene7909	26	16	20
gene7910	20	15	12
gene7911	10	23	29
gene7912	16	15	15
gene7913	26	26	21
gene7914	19	16	18
gene7915	14	6	7
gene7916	29	33	37
gene7917	14	10	18
gene7918	20	20	22
gene7919	28	22	14
gene7920	17	16	12
gene7921	34	40	28
gene7922	19	24	31
gene7923	34	36	34
gene7924	15	5	12
gene7925	21	19	14
gene7926	25	26	22
gene7927	11	11	13
gene7928	9	14	19
gene7929	27	23	17
gene7930	29	31	22
gene7931	20	20	14
gene7932	11	22	19
gene7933	17	18	14
gene7934	26	27	33
gene7935	12	12	16
gene7936	4	12	6
gene7937	13	17	15
gene7938	23	19	23
gene7939	19	10	15
gene7940	16	17	13
gene7941	24	17	16
gene7942	27	22	26
gene7943	11	8	8
gene7944	22	29	30
gene7945	19	15	22
gene7946	16	12	19
gene7947	26	25	14
gene7948	13	27	16
gene7949	30	23	20
gene7950	33	28	33
gene7951	24	18	18
gene7952	12	15	11
gene7953	10	13	16
gene7954	13	11	23
gene7955	30	23	24
gene7956	12	23	8
gene7957	20	25	13
gene7958	18	17	13
gene7959	21	22	17
gene7960	12	12	13
gene7961	14	17	14
gene7962	16	21	20
gene7963	11	13	18
gene7964	28	32	31
gene7965	14	26	21
gene7966	15	14	15
gene7967	11	8	11
gene7968	11	6	10
gene7969	10	11	15
gene7970	28	28	20
gene7971	14	27	19
gene7972	14	15	10
gene7973	20	13	26
gene7974	21	25	26
gene7975	10	10	7
gene7976	21	28	16
gene7977	32	28	30
gene7978	12	21	19
gene7979	17	21	14
gene7980	19	13	23
gene7981	25	24	21
gene7982	43	32	42
gene7983	29	27	13
gene7984	14	21	16
gene7985	19	20	20
gene7986	12	13	7
gene7987	18	24	18
gene7988	21	37	30
gene7989	14	34	22
gene7990	21	18	22
gene7991	28	22	37
gene7992	17	15	19
gene7993	22	18	21
gene7994	15	19	17
gene7995	29	29	20
gene7996	23	29	25
gene7997	25	16	31
gene7998	20	15	14
gene7999	25	25	22
gene8000	25	18	24
gene8001	31	14	22
gene8002	13	27	27
gene8003	17	20	23
gene8004	23	15	20
gene8005	18	10	19
gene8006	15	14	22
gene8007	18	14	13
gene8008	10	18	17
gene8009	12	19	19
gene8010	17	30	16
gene8011	23	14	10
gene8012	19	14	20
gene8013	20	19	20
gene8014	26	18	27
gene8015	25	27	21
gene8016	13	22	7
gene8017	10	10	11
gene8018	30	22	35
gene8019	9	8	13
gene8020	21	15	29
gene8021	9	8	7
gene8022	25	19	25
gene8023	31	28	26
gene8024	12	8	9
gene8025	29	18	25
gene8026	12	12	10
gene8027	29	30	28
gene8028	18	28	21
gene8029	29	21	23
gene8030	19	18	15
gene8031	25	19	28
gene8032	14	19	12
gene8033	26	23	11
gene8034	22	19	33
gene8035	15	15	19
gene8036	15	11	16
gene8037	28	24	29
gene8038	19	25	21
gene8039	30	32	28
gene8040	25	30	18
gene8041	11	22	14
gene8042	22	19	18
gene8043	28	16	23
gene8044	24	28	23
gene8045	26	25	24
gene8046	11	18	14
gene8047	15	16	18
gene8048	29	30	30
gene8049	20	26	23
gene8050	29	34	19
gene8051	28	10	17
gene8052	24	23	22
gene8053	26	31	26
gene8054	12	5	19
gene8055	20	17	19
gene8056	13	20	22
gene8057	28	16	24
gene8058	11	13	13
gene8059	10	20	21
gene8060	11	15	16
gene8061	22	20	18
gene8062	14	6	15
gene8063	13	17	13
gene8064	31	25	17
gene8065	13	17	10
gene8066	11	13	18
gene8067	11	8	9
gene8068	24	14	29
gene8069	14	15	19
gene8070	29	23	26
gene8071	11	5	17
gene8072	11	13	18
gene8073	26	26	32
gene8074	27	27	28
gene8075	13	15	15
gene8076	14	8	13
gene8077	15	14	14
gene8078	20	21	23
gene8079	16	13	24
gene8080	24	16	20
gene8081	46	35	23
gene8082	20	11	18
gene8083	16	15	21
gene8084	15	22	15
gene8085	26	34	27
gene8086	23	28	21
gene8087	24	22	29
gene8088	9	10	13
gene8089	12	17	25
gene8090	17	18	16
gene8091	14	8	12
gene8092	27	28	29
gene8093	11	8	14
gene8094	12	14	19
gene8095	39	24	22
gene8096	13	15	25
gene8097	29	15	23
gene8098	29	16	18
gene8099	15	21	24
gene8100	17	15	20
gene8101	14	34	33
gene8102	27	23	26
gene8103	18	27	18
gene8104	41	32	29
gene8105	27	32	28
gene8106	16	12	19
gene8107	13	13	9
gene8108	23	33	26
gene8109	16	16	11
gene8110	24	30	19
gene8111	14	17	12
gene8112	17	25	22
gene8113	21	20	28
gene8114	15	15	18
gene8115	12	13	27
gene8116	26	13	22
gene8117	18	17	8
gene8118	20	17	19
gene8119	16	37	28
gene8120	39	31	30
gene8121	9	11	11
gene8122	36	31	28
gene8123	20	23	28
gene8124	29	30	17
gene8125	28	26	25
gene8126	20	21	21
gene8127	12	25	31
gene8128	27	24	23
gene8129	19	18	22
gene8130	18	17	23
gene8131	15	18	15
gene8132	34	30	28
gene8133	15	13	6
gene8134	22	7	17
gene8135	21	22	12
gene8136	17	28	10
gene8137	13	10	17
gene8138	10	9	15
gene8139	20	20	23
gene8140	13	19	10
gene8141	5	10	12
gene8142	15	20	30
gene8143	11	15	20
gene8144	21	15	26
gene8145	19	18	20
gene8146	25	41	35
gene8147	35	22	25
gene8148	19	14	11
gene8149	21	24	26
gene8150	29	25	19
gene8151	24	21	23
gene8152	10	10	12
gene8153	28	23	18
gene8154	11	16	17
gene8155	19	26	24
gene8156	20	22	24
gene8157	15	17	23
gene8158	7	10	9
gene8159	25	11	20
gene8160	28	40	47
gene8161	11	10	10
gene8162	6	12	8
gene8163	31	29	28
gene8164	19	19	19
gene8165	23	23	27
gene8166	17	24	30
gene8167	14	24	18
gene8168	21	21	10
gene8169	19	22	21
gene8170	25	22	29
gene8171	4	4	10
gene8172	16	15	20
gene8173	29	33	29
gene8174	16	6	16
gene8175	26	20	17
gene8176	18	23	14
gene8177	21	18	23
gene8178	15	9	7
gene8179	16	22	14
gene8180	25	31	24
gene8181	10	10	18
gene8182	17	19	23
gene8183	30	41	22
gene8184	23	30	23
gene8185	40	30	40
gene8186	9	15	13
gene8187	12	10	13
gene8188	19	20	23
gene8189	13	8	9
gene8190	13	6	17
gene8191	13	11	17
gene8192	16	14	24
gene8193	18	33	23
gene8194	17	20	9
gene8195	19	12	13
gene8196	9	8	11
gene8197	30	23	23
gene8198	17	18	29
gene8199	31	22	29
gene8200	17	20	28
gene8201	11	11	12
gene8202	28	24	26
gene8203	22	22	20
gene8204	34	29	26
gene8205	23	17	19
gene8206	15	10	12
gene8207	22	22	25
gene8208	22	27	25
gene8209	19	18	23
gene8210	23	23	20
gene8211	20	12	19
gene8212	33	23	35
gene8213	20	23	18
gene8214	37	44	43
gene8215	32	23	23
gene8216	34	34	30
gene8217	20	17	22
gene8218	10	16	10
gene8219	25	18	20
gene8220	29	36	29
gene8221	30	26	29
gene8222	35	29	27
gene8223	21	12	17
gene8224	14	19	18
gene8225	17	23	15
gene8226	18	30	13
gene8227	12	9	14
gene8228	20	19	13
gene8229	24	17	19
gene8230	24	13	26
gene8231	20	24	16
gene8232	16	12	21
gene8233	19	13	15
gene8234	24	14	19
gene8235	32	28	31
gene8236	15	19	18
gene8237	40	38	30
gene8238	23	26	31
gene8239	15	16	14
gene8240	9	15	17
gene8241	12	18	27
gene8242	33	21	23
gene8243	24	26	22
gene8244	34	26	40
gene8245	18	20	22
gene8246	24	35	41
gene8247	11	5	14
gene8248	21	27	27
gene8249	12	11	18
gene8250	10	8	7
gene8251	32	39	30
gene8252	12	12	12
gene8253	17	23	19
gene8254	20	22	22
gene8255	15	10	13
gene8256	15	11	11
gene8257	12	11	19
gene8258	24	22	29
gene8259	4	4	9
gene8260	16	20	25
gene8261	27	22	32
gene8262	17	12	26
gene8263	6	12	10
gene8264	17	13	22
gene8265	26	35	32
gene8266	17	10	9
gene8267	24	24	15
gene8268	21	21	18
gene8269	25	21	20
gene8270	23	36	37
gene8271	19	23	21
gene8272	16	17	17
gene8273	36	38	57
gene8274	20	20	15
gene8275	11	7	11
gene8276	22	22	27
gene8277	17	14	9
gene8278	26	17	16
gene8279	27	26	15
gene8280	23	23	20
gene8281	21	21	19
gene8282	12	13	14
gene8283	27	18	28
gene8284	26	13	23
gene8285	9	9	11
gene8286	17	19	20
gene8287	19	21	22
gene8288	31	42	31
gene8289	19	19	18
gene8290	16	22	26
gene8291	29	26	24
gene8292	21	21	22
gene8293	24	20	18
gene8294	6	10	16
gene8295	23	14	29
gene8296	9	18	14
gene8297	14	14	25
gene8298	25	30	19
gene8299	12	11	15
gene8300	40	33	33
gene8301	37	20	35
gene8302	10	15	9
gene8303	23	20	30
gene8304	21	26	21
gene8305	9	9	12
gene8306	17	24	12
gene8307	19	17	22
gene8308	15	21	14
gene8309	52	45	40
gene8310	17	16	12
gene8311	23	34	23
gene8312	12	18	21
gene8313	22	24	23
gene8314	29	39	25
gene8315	11	15	16
gene8316	19	18	30
gene8317	35	32	24
gene8318	19	24	21
gene8319	17	30	22
gene8320	13	18	12
gene8321	19	13	24
gene8322	29	35	37
gene8323	14	21	19
gene8324	25	28	19
gene8325	21	17	16
gene8326	20	13	24
gene8327	24	19	17
gene8328	18	10	12
gene8329	31	29	35
gene8330	35	25	29
gene8331	39	32	27
gene8332	13	12	15
gene8333	26	26	22
gene8334	34	25	40
gene8335	19	16	28
gene8336	23	25	14
gene8337	31	43	33
gene8338	19	22	16
gene8339	31	36	36
gene8340	21	25	24
gene8341	6	6	15
gene8342	29	28	16
gene8343	30	22	30
gene8344	19	19	16
gene8345	31	25	25
gene8346	20	20	25
gene8347	9	9	8
gene8348	29	32	29
gene8349	13	8	12
gene8350	25	23	22
gene8351	17	26	22
gene8352	16	28	30
gene8353	33	30	33
gene8354	16	10	10
gene8355	12	20	21
gene8356	24	22	20
gene8357	29	28	25
gene8358	31	33	31
gene8359	17	20	15
gene8360	25	35	34
gene8361	15	21	16
gene8362	31	24	24
gene8363	28	17	18
gene8364	23	23	27
gene8365	31	30	25
gene8366	18	20	19
gene8367	19	15	18
gene8368	10	10	8
gene8369	11	9	17
gene8370	19	15	18
gene8371	16	13	7
gene8372	29	34	28
gene8373	20	25	20
gene8374	28	38	37
gene8375	10	10	8
gene8376	6	16	21
gene8377	22	25	24
gene8378	28	27	37
gene8379	14	20	20
gene8380	33	29	28
gene8381	18	12	15
gene8382	22	22	25
gene8383	9	14	17
gene8384	28	34	50
gene8385	17	19	24
gene8386	7	12	9
gene8387	26	31	26
gene8388	13	25	24
gene8389	27	27	35
gene8390	12	11	10
gene8391	17	19	18
gene8392	10	13	15
gene8393	16	22	17
gene8394	15	14	15
gene8395	13	8	3
gene8396	16	14	8
gene8397	11	12	10
gene8398	18	19	27
gene8399	13	18	23
gene8400	32	34	32
gene8401	15	15	14
gene8402	18	22	15
gene8403	16	17	7
gene8404	23	29	31
gene8405	18	20	28
gene8406	27	19	23
gene8407	8	9	9
gene8408	20	24	13
gene8409	7	8	9
gene8410	38	30	37
gene8411	13	14	17
gene8412	10	12	9
gene8413	20	15	22
gene8414	44	33	44
gene8415	28	20	27
gene8416	10	15	17
gene8417	14	11	27
gene8418	29	26	28
gene8419	22	21	19
gene8420	23	18	18
gene8421	23	21	19
gene8422	12	18	11
gene8423	23	11	18
gene8424	29	28	21
gene8425	35	22	17
gene8426	22	14	17
gene8427	18	12	20
gene8428	25	21	17
gene8429	17	19	22
gene8430	13	13	21
gene8431	23	17	17
gene8432	27	27	23
gene8433	13	17	13
gene8434	20	17	21
gene8435	15	10	20
gene8436	20	25	18
gene8437	22	18	23
gene8438	10	16	18
gene8439	18	26	22
gene8440	16	19	18
gene8441	14	25	19
gene8442	8	6	12
gene8443	18	18	14
gene8444	16	24	10
gene8445	32	19	14
gene8446	32	27	23
gene8447	25	19	22
gene8448	27	33	30
gene8449	21	8	13
gene8450	40	32	37
gene8451	13	26	23
gene8452	17	15	22
gene8453	10	12	15
gene8454	24	23	23
gene8455	27	23	24
gene8456	14	19	17
gene8457	18	12	11
gene8458	24	24	19
gene8459	20	17	26
gene8460	21	14	18
gene8461	36	28	36
gene8462	20	21	21
gene8463	21	30	27
gene8464	23	29	23
gene8465	30	25	35
gene8466	21	27	26
gene8467	17	25	20
gene8468	6	10	10
gene8469	29	17	15
gene8470	23	22	24
gene8471	30	34	37
gene8472	14	27	18
gene8473	18	20	22
gene8474	23	20	29
gene8475	19	17	20
gene8476	29	27	18
gene8477	21	20	12
gene8478	15	9	15
gene8479	21	27	23
gene8480	16	12	14
gene8481	16	27	28
gene8482	4	6	5
gene8483	26	24	19
gene8484	7	10	14
gene8485	5	13	7
gene8486	7	15	13
gene8487	22	23	28
gene8488	16	26	19
gene8489	20	24	21
gene8490	20	19	22
gene8491	13	16	14
gene8492	11	17	18
gene8493	11	14	19
gene8494	19	17	8
gene8495	25	22	21
gene8496	16	23	21
gene8497	17	23	18
gene8498	21	25	22
gene8499	22	18	30
gene8500	32	25	28
gene8501	13	14	10
gene8502	14	12	15
gene8503	22	24	28
gene8504	25	24	35
gene8505	31	18	24
gene8506	31	24	27
gene8507	14	12	21
gene8508	23	18	10
gene8509	17	14	24
gene8510	16	7	12
gene8511	24	35	33
gene8512	18	29	13
gene8513	25	19	18
gene8514	24	24	22
gene8515	15	20	23
gene8516	13	13	9
gene8517	30	22	31
gene8518	17	15	15
gene8519	7	10	8
gene8520	16	15	12
gene8521	13	12	18
gene8522	19	37	31
gene8523	14	16	11
gene8524	8	15	14
gene8525	23	29	23
gene8526	20	20	14
gene8527	27	20	25
gene8528	32	28	19
gene8529	16	11	10
gene8530	19	28	24
gene8531	31	20	22
gene8532	15	21	12
gene8533	19	31	19
gene8534	25	31	29
gene8535	11	13	10
gene8536	22	21	14
gene8537	18	27	29
gene8538	24	12	17
gene8539	17	16	16
gene8540	16	14	17
gene8541	13	15	22
gene8542	40	37	27
gene8543	15	12	21
gene8544	26	22	16
gene8545	38	35	25
gene8546	11	5	6
gene8547	21	18	21
gene8548	19	28	22
gene8549	17	23	23
gene8550	30	33	34
gene8551	18	21	23
gene8552	17	17	17
gene8553	13	11	15
gene8554	8	19	15
gene8555	12	12	16
gene8556	10	11	14
gene8557	18	20	17
gene8558	12	15	21
gene8559	18	15	21
gene8560	33	30	42
gene8561	17	7	10
gene8562	26	17	16
gene8563	18	15	17
gene8564	13	15	9
gene8565	28	32	33
gene8566	24	38	26
gene8567	43	38	27
gene8568	13	15	11
gene8569	15	12	20
gene8570	14	14	17
gene8571	12	21	11
gene8572	22	10	13
gene8573	26	35	38
gene8574	14	18	19
gene8575	24	26	15
gene8576	19	11	13
gene8577	20	17	17
gene8578	16	10	15
gene8579	26	18	33
gene8580	22	24	20
gene8581	4	11	10
gene8582	9	20	17
gene8583	18	19	24
gene8584	11	7	10
gene8585	19	36	27
gene8586	19	16	16
gene8587	8	6	9
gene8588	17	27	17
gene8589	16	20	26
gene8590	25	14	27
gene8591	12	19	13
gene8592	19	26	21
gene8593	24	15	17
gene8594	17	21	15
gene8595	15	15	17
gene8596	21	26	23
gene8597	15	24	25
gene8598	28	20	17
gene8599	16	10	15
gene8600	28	20	20
gene8601	18	15	19
gene8602	29	33	21
gene8603	19	19	25
gene8604	14	24	17
gene8605	14	19	19
gene8606	19	26	22
gene8607	15	15	17
gene8608	25	27	17
gene8609	12	10	15
gene8610	29	27	30
gene8611	15	10	17
gene8612	15	18	19
gene8613	25	20	21
gene8614	16	3	11
gene8615	24	25	16
gene8616	8	3	0
gene8617	34	38	31
gene8618	9	19	10
gene8619	26	27	30
gene8620	18	35	29
gene8621	11	19	13
gene8622	10	14	11
gene8623	15	14	13
gene8624	29	33	20
gene8625	16	16	9
gene8626	16	21	19
gene8627	20	30	18
gene8628	16	17	19
gene8629	29	25	21
gene8630	28	21	22
gene8631	20	16	18
gene8632	18	27	21
gene8633	21	20	24
gene8634	27	20	22
gene8635	33	23	24
gene8636	9	12	9
gene8637	8	14	22
gene8638	24	28	29
gene8639	22	16	25
gene8640	30	33	24
gene8641	21	19	24
gene8642	15	9	21
gene8643	16	19	23
gene8644	19	15	13
gene8645	17	20	18
gene8646	11	13	17
gene8647	27	34	25
gene8648	26	28	30
gene8649	9	5	14
gene8650	19	28	25
gene8651	25	21	27
gene8652	15	10	13
gene8653	7	9	5
gene8654	31	23	17
gene8655	14	19	14
gene8656	13	15	21
gene8657	30	31	29
gene8658	13	9	10
gene8659	11	13	11
gene8660	29	23	31
gene8661	11	9	15
gene8662	23	32	32
gene8663	20	28	22
gene8664	13	20	9
gene8665	11	9	11
gene8666	11	21	11
gene8667	21	20	23
gene8668	17	28	21
gene8669	15	28	19
gene8670	34	36	32
gene8671	20	20	25
gene8672	12	16	13
gene8673	12	13	9
gene8674	28	18	34
gene8675	19	18	19
gene8676	15	20	15
gene8677	10	18	19
gene8678	21	23	25
gene8679	12	15	16
gene8680	22	20	31
gene8681	21	25	19
gene8682	25	30	33
gene8683	29	20	22
gene8684	10	24	23
gene8685	21	25	25
gene8686	29	31	41
gene8687	16	11	22
gene8688	10	9	5
gene8689	25	18	17
gene8690	23	27	20
gene8691	38	21	25
gene8692	31	25	22
gene8693	17	24	25
gene8694	14	21	21
gene8695	25	23	22
gene8696	23	25	25
gene8697	10	12	15
gene8698	19	18	22
gene8699	17	20	17
gene8700	21	21	22
gene8701	15	15	18
gene8702	23	30	23
gene8703	21	20	17
gene8704	16	10	15
gene8705	25	27	21
gene8706	20	13	24
gene8707	16	17	9
gene8708	18	25	18
gene8709	13	12	13
gene8710	34	22	24
gene8711	12	13	10
gene8712	21	16	15
gene8713	36	35	41
gene8714	17	20	24
gene8715	25	26	21
gene8716	36	28	21
gene8717	23	16	23
gene8718	14	18	17
gene8719	35	38	32
gene8720	13	17	21
gene8721	22	30	27
gene8722	12	3	13
gene8723	34	21	23
gene8724	13	11	8
gene8725	12	13	17
gene8726	16	13	17
gene8727	9	8	4
gene8728	20	26	23
gene8729	25	19	27
gene8730	10	12	13
gene8731	33	29	22
gene8732	7	13	7
gene8733	16	15	22
gene8734	20	18	27
gene8735	10	10	8
gene8736	26	17	18
gene8737	39	42	32
gene8738	22	28	28
gene8739	21	29	35
gene8740	25	19	15
gene8741	23	23	19
gene8742	40	24	24
gene8743	11	15	10
gene8744	17	15	17
gene8745	31	24	33
gene8746	17	17	19
gene8747	17	11	7
gene8748	11	9	15
gene8749	21	16	10
gene8750	34	29	16
gene8751	39	30	19
gene8752	20	16	15
gene8753	25	29	29
gene8754	19	9	9
gene8755	26	16	21
gene8756	13	23	21
gene8757	17	14	11
gene8758	16	10	14
gene8759	15	15	22
gene8760	25	22	23
gene8761	20	24	20
gene8762	24	28	24
gene8763	6	19	15
gene8764	28	24	25
gene8765	9	5	9
gene8766	24	31	25
gene8767	12	10	15
gene8768	23	9	27
gene8769	39	25	15
gene8770	12	11	14
gene8771	28	22	25
gene8772	17	27	21
gene8773	13	20	19
gene8774	18	33	34
gene8775	26	23	19
gene8776	30	19	22
gene8777	15	9	6
gene8778	29	32	30
gene8779	20	14	7
gene8780	27	11	13
gene8781	27	27	38
gene8782	26	19	21
gene8783	27	15	27
gene8784	12	12	10
gene8785	11	6	7
gene8786	31	35	27
gene8787	24	22	24
gene8788	15	23	16
gene8789	34	23	25
gene8790	26	32	29
gene8791	19	27	21
gene8792	5	4	10
gene8793	20	21	13
gene8794	17	20	23
gene8795	16	10	16
gene8796	27	23	22
gene8797	16	12	21
gene8798	7	16	15
gene8799	24	16	14
gene8800	14	19	18
gene8801	18	22	21
gene8802	13	16	15
gene8803	10	10	9
gene8804	16	15	13
gene8805	20	19	13
gene8806	21	19	24
gene8807	7	12	12
gene8808	32	29	31
gene8809	15	10	12
gene8810	9	18	13
gene8811	20	15	23
gene8812	19	27	26
gene8813	28	28	21
gene8814	30	27	13
gene8815	17	24	13
gene8816	22	37	36
gene8817	38	33	50
gene8818	13	17	12
gene8819	20	12	19
gene8820	30	20	25
gene8821	45	24	31
gene8822	15	13	21
gene8823	17	22	18
gene8824	21	16	16
gene8825	18	23	18
gene8826	21	15	19
gene8827	12	17	21
gene8828	16	24	25
gene8829	29	27	26
gene8830	27	15	19
gene8831	32	26	28
gene8832	24	22	23
gene8833	18	19	27
gene8834	13	19	20
gene8835	19	15	15
gene8836	17	17	19
gene8837	19	14	17
gene8838	6	4	8
gene8839	30	33	32
gene8840	21	24	22
gene8841	13	14	10
gene8842	28	29	22
gene8843	26	22	28
gene8844	11	10	20
gene8845	6	19	12
gene8846	12	12	13
gene8847	15	18	12
gene8848	27	28	20
gene8849	18	16	16
gene8850	15	20	24
gene8851	25	27	31
gene8852	4	10	12
gene8853	19	14	21
gene8854	20	21	13
gene8855	34	26	25
gene8856	24	25	20
gene8857	46	35	35
gene8858	11	12	19
gene8859	24	21	20
gene8860	15	12	14
gene8861	12	13	29
gene8862	28	27	31
gene8863	16	16	20
gene8864	19	36	38
gene8865	36	21	22
gene8866	17	30	31
gene8867	17	21	20
gene8868	19	25	33
gene8869	17	26	21
gene8870	18	11	10
gene8871	21	27	19
gene8872	36	31	17
gene8873	13	24	21
gene8874	15	21	18
gene8875	25	31	25
gene8876	40	32	32
gene8877	8	9	8
gene8878	19	20	25
gene8879	37	25	32
gene8880	13	18	19
gene8881	29	33	24
gene8882	22	21	22
gene8883	1	9	3
gene8884	22	10	10
gene8885	9	10	12
gene8886	18	26	22
gene8887	22	13	16
gene8888	27	32	27
gene8889	9	12	16
gene8890	24	26	37
gene8891	15	7	9
gene8892	29	25	35
gene8893	25	30	27
gene8894	7	13	12
gene8895	30	32	28
gene8896	5	7	7
gene8897	17	17	13
gene8898	14	16	22
gene8899	31	32	30
gene8900	21	20	20
gene8901	27	22	23
gene8902	10	9	9
gene8903	14	23	21
gene8904	21	15	26
gene8905	14	20	20
gene8906	13	19	19
gene8907	19	20	27
gene8908	11	6	13
gene8909	17	17	18
gene8910	10	10	8
gene8911	17	15	17
gene8912	30	24	23
gene8913	27	18	32
gene8914	22	27	25
gene8915	22	26	21
gene8916	33	29	21
gene8917	15	18	12
gene8918	20	15	19
gene8919	26	27	35
gene8920	8	15	12
gene8921	14	14	23
gene8922	23	32	13
gene8923	13	9	18
gene8924	29	25	22
gene8925	25	18	20
gene8926	11	16	16
gene8927	11	6	11
gene8928	17	21	17
gene8929	28	26	25
gene8930	18	12	11
gene8931	51	34	30
gene8932	25	20	16
gene8933	26	14	23
gene8934	15	24	22
gene8935	21	31	21
gene8936	13	12	14
gene8937	12	15	7
gene8938	28	21	26
gene8939	25	24	25
gene8940	17	7	15
gene8941	19	26	15
gene8942	14	14	25
gene8943	32	17	26
gene8944	9	6	11
gene8945	18	18	11
gene8946	30	21	25
gene8947	18	20	15
gene8948	19	15	13
gene8949	30	26	28
gene8950	10	10	11
gene8951	19	24	30
gene8952	17	18	26
gene8953	16	15	15
gene8954	26	22	15
gene8955	16	8	25
gene8956	20	28	21
gene8957	18	12	31
gene8958	22	21	31
gene8959	12	16	22
gene8960	18	28	26
gene8961	22	16	25
gene8962	20	16	21
gene8963	13	13	16
gene8964	13	16	16
gene8965	14	19	17
gene8966	21	10	13
gene8967	39	32	31
gene8968	17	14	23
gene8969	23	23	26
gene8970	14	18	13
gene8971	19	17	20
gene8972	22	16	18
gene8973	23	36	20
gene8974	7	21	24
gene8975	13	21	15
gene8976	17	11	7
gene8977	12	24	21
gene8978	36	19	22
gene8979	30	38	28
gene8980	28	22	25
gene8981	19	12	26
gene8982	6	11	15
gene8983	18	25	14
gene8984	32	18	14
gene8985	17	16	10
gene8986	33	27	31
